Notes,Age,Age Code,Vaccine Type,Vaccine Type Code,Sex,Sex Code,Events Reported,Percent
,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT (INJECTED)",FLU3(SEASONAL),Unknown,U,138,0.02%
Total,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT (INJECTED)",FLU3(SEASONAL),,,8637,1.27%
,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT (INTRANASAL SPRAY)",FLUN3(SEASONAL),Female,F,281,0.04%
,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT (INTRANASAL SPRAY)",FLUN3(SEASONAL),Male,M,198,0.03%
,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT (INTRANASAL SPRAY)",FLUN3(SEASONAL),Unknown,U,3,0.00%
Total,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT (INTRANASAL SPRAY)",FLUN3(SEASONAL),,,482,0.07%
,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT, ADJUVANT (INJECTED)",FLUA3(SEASONAL),Female,F,14,0.00%
,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT, ADJUVANT (INJECTED)",FLUA3(SEASONAL),Male,M,12,0.00%
,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT, ADJUVANT (INJECTED)",FLUA3(SEASONAL),Unknown,U,1,0.00%
Total,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT, ADJUVANT (INJECTED)",FLUA3(SEASONAL),,,27,0.00%
,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT, CELL-CULTURE-DERIVED (INJECTED)",FLUC3(SEASONAL),Female,F,63,0.01%
,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT, CELL-CULTURE-DERIVED (INJECTED)",FLUC3(SEASONAL),Male,M,17,0.00%
Total,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT, CELL-CULTURE-DERIVED (INJECTED)",FLUC3(SEASONAL),,,80,0.01%
,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT, RECOMBINANT (INJECTED)",FLUR3(SEASONAL),Female,F,38,0.01%
,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT, RECOMBINANT (INJECTED)",FLUR3(SEASONAL),Male,M,1,0.00%
,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT, RECOMBINANT (INJECTED)",FLUR3(SEASONAL),Unknown,U,1,0.00%
Total,30-39 years,30-39,"INFLUENZA VIRUS VACCINE, TRIVALENT, RECOMBINANT (INJECTED)",FLUR3(SEASONAL),,,40,0.01%
,30-39 years,30-39,"INFLUENZA(H1N1) MONOVALENT, UNKNOWN MANUFACTURER",FLUX(H1N1),Female,F,224,0.03%
,30-39 years,30-39,"INFLUENZA(H1N1) MONOVALENT, UNKNOWN MANUFACTURER",FLUX(H1N1),Male,M,85,0.01%
,30-39 years,30-39,"INFLUENZA(H1N1) MONOVALENT, UNKNOWN MANUFACTURER",FLUX(H1N1),Unknown,U,1,0.00%
Total,30-39 years,30-39,"INFLUENZA(H1N1) MONOVALENT, UNKNOWN MANUFACTURER",FLUX(H1N1),,,310,0.05%
,30-39 years,30-39,JAPANESE ENCEPHALITIS VIRUS VACCINE,JEV,Female,F,57,0.01%
,30-39 years,30-39,JAPANESE ENCEPHALITIS VIRUS VACCINE,JEV,Male,M,49,0.01%
,30-39 years,30-39,JAPANESE ENCEPHALITIS VIRUS VACCINE,JEV,Unknown,U,1,0.00%
Total,30-39 years,30-39,JAPANESE ENCEPHALITIS VIRUS VACCINE,JEV,,,107,0.02%
,30-39 years,30-39,JAPANESE ENCEPHALITIS VIRUS VACCINE (NO BRAND NAME),JEVX,Female,F,1,0.00%
,30-39 years,30-39,JAPANESE ENCEPHALITIS VIRUS VACCINE (NO BRAND NAME),JEVX,Male,M,5,0.00%
Total,30-39 years,30-39,JAPANESE ENCEPHALITIS VIRUS VACCINE (NO BRAND NAME),JEVX,,,6,0.00%
,30-39 years,30-39,"JAPANESE ENCEPHALITIS VIRUS VACCINE, INACTIVATED, ADSORBED",JEV1,Female,F,29,0.00%
,30-39 years,30-39,"JAPANESE ENCEPHALITIS VIRUS VACCINE, INACTIVATED, ADSORBED",JEV1,Male,M,41,0.01%
,30-39 years,30-39,"JAPANESE ENCEPHALITIS VIRUS VACCINE, INACTIVATED, ADSORBED",JEV1,Unknown,U,3,0.00%
Total,30-39 years,30-39,"JAPANESE ENCEPHALITIS VIRUS VACCINE, INACTIVATED, ADSORBED",JEV1,,,73,0.01%
,30-39 years,30-39,LYME VACCINE (LYMERIX),LYME,Female,F,132,0.02%
,30-39 years,30-39,LYME VACCINE (LYMERIX),LYME,Male,M,151,0.02%
,30-39 years,30-39,LYME VACCINE (LYMERIX),LYME,Unknown,U,2,0.00%
Total,30-39 years,30-39,LYME VACCINE (LYMERIX),LYME,,,285,0.04%
,30-39 years,30-39,"MEASLES AND MUMPS VIRUS VACCINE, LIVE",MM,Female,F,4,0.00%
Total,30-39 years,30-39,"MEASLES AND MUMPS VIRUS VACCINE, LIVE",MM,,,4,0.00%
,30-39 years,30-39,MEASLES AND RUBELLA VACCINE,MER,Female,F,31,0.00%
,30-39 years,30-39,MEASLES AND RUBELLA VACCINE,MER,Male,M,9,0.00%
,30-39 years,30-39,MEASLES AND RUBELLA VACCINE,MER,Unknown,U,1,0.00%
Total,30-39 years,30-39,MEASLES AND RUBELLA VACCINE,MER,,,41,0.01%
,30-39 years,30-39,MEASLES VACCINE,MEA,Female,F,81,0.01%
,30-39 years,30-39,MEASLES VACCINE,MEA,Male,M,22,0.00%
Total,30-39 years,30-39,MEASLES VACCINE,MEA,,,103,0.02%
,30-39 years,30-39,"MEASLES, MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MMR,Female,F,2234,0.33%
,30-39 years,30-39,"MEASLES, MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MMR,Male,M,556,0.08%
,30-39 years,30-39,"MEASLES, MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MMR,Unknown,U,47,0.01%
Total,30-39 years,30-39,"MEASLES, MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MMR,,,2837,0.42%
,30-39 years,30-39,"MEASLES, MUMPS, RUBELLA, AND VARICELLA VACCINE (PROQUAD)",MMRV,Female,F,48,0.01%
,30-39 years,30-39,"MEASLES, MUMPS, RUBELLA, AND VARICELLA VACCINE (PROQUAD)",MMRV,Male,M,14,0.00%
,30-39 years,30-39,"MEASLES, MUMPS, RUBELLA, AND VARICELLA VACCINE (PROQUAD)",MMRV,Unknown,U,20,0.00%
Total,30-39 years,30-39,"MEASLES, MUMPS, RUBELLA, AND VARICELLA VACCINE (PROQUAD)",MMRV,,,82,0.01%
,30-39 years,30-39,MENINGOCOCCAL B VACCINE,MENB,Female,F,8,0.00%
,30-39 years,30-39,MENINGOCOCCAL B VACCINE,MENB,Male,M,6,0.00%
,30-39 years,30-39,MENINGOCOCCAL B VACCINE,MENB,Unknown,U,1,0.00%
Total,30-39 years,30-39,MENINGOCOCCAL B VACCINE,MENB,,,15,0.00%
,30-39 years,30-39,MENINGOCOCCAL POLYSACCHARIDE VACCINE,MEN,Female,F,77,0.01%
,30-39 years,30-39,MENINGOCOCCAL POLYSACCHARIDE VACCINE,MEN,Male,M,111,0.02%
,30-39 years,30-39,MENINGOCOCCAL POLYSACCHARIDE VACCINE,MEN,Unknown,U,4,0.00%
Total,30-39 years,30-39,MENINGOCOCCAL POLYSACCHARIDE VACCINE,MEN,,,192,0.03%
,30-39 years,30-39,MENINGOCOCCAL VACCINE (MENACTRA),MNQ,Female,F,180,0.03%
,30-39 years,30-39,MENINGOCOCCAL VACCINE (MENACTRA),MNQ,Male,M,170,0.03%
,30-39 years,30-39,MENINGOCOCCAL VACCINE (MENACTRA),MNQ,Unknown,U,3,0.00%
Total,30-39 years,30-39,MENINGOCOCCAL VACCINE (MENACTRA),MNQ,,,353,0.05%
,30-39 years,30-39,"MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MUR,Female,F,3,0.00%
Total,30-39 years,30-39,"MUMPS AND RUBELLA VIRUS VACCINE, LIVE",MUR,,,3,0.00%
,30-39 years,30-39,"MUMPS VIRUS VACCINE, LIVE",MU,Female,F,23,0.00%
,30-39 years,30-39,"MUMPS VIRUS VACCINE, LIVE",MU,Male,M,7,0.00%
Total,30-39 years,30-39,"MUMPS VIRUS VACCINE, LIVE",MU,,,30,0.00%
,30-39 years,30-39,PANDEMIC FLU VACCINE,H5N1,Female,F,1,0.00%
,30-39 years,30-39,PANDEMIC FLU VACCINE,H5N1,Male,M,1,0.00%
Total,30-39 years,30-39,PANDEMIC FLU VACCINE,H5N1,,,2,0.00%
,30-39 years,30-39,"PERTUSSIS, ADSORBED VACCINE",PER,Female,F,4,0.00%
,30-39 years,30-39,"PERTUSSIS, ADSORBED VACCINE",PER,Male,M,3,0.00%
Total,30-39 years,30-39,"PERTUSSIS, ADSORBED VACCINE",PER,,,7,0.00%
,30-39 years,30-39,PLAGUE VACCINE,PLAGUE,Female,F,1,0.00%
,30-39 years,30-39,PLAGUE VACCINE,PLAGUE,Male,M,4,0.00%
Total,30-39 years,30-39,PLAGUE VACCINE,PLAGUE,,,5,0.00%
,30-39 years,30-39,"PNEUMOCOCCAL VACCINE, POLYVALENT",PPV,Female,F,2140,0.32%
,30-39 years,30-39,"PNEUMOCOCCAL VACCINE, POLYVALENT",PPV,Male,M,758,0.11%
,30-39 years,30-39,"PNEUMOCOCCAL VACCINE, POLYVALENT",PPV,Unknown,U,37,0.01%
Total,30-39 years,30-39,"PNEUMOCOCCAL VACCINE, POLYVALENT",PPV,,,2935,0.43%
,30-39 years,30-39,"PNEUMOCOCCAL, 10-VALENT VACCINE (SYNFLORIX)",PNC10,Female,F,2,0.00%
,30-39 years,30-39,"PNEUMOCOCCAL, 10-VALENT VACCINE (SYNFLORIX)",PNC10,Male,M,2,0.00%
Total,30-39 years,30-39,"PNEUMOCOCCAL, 10-VALENT VACCINE (SYNFLORIX)",PNC10,,,4,0.00%
,30-39 years,30-39,"PNEUMOCOCCAL, 13-VALENT VACCINE (PREVNAR)",PNC13,Female,F,102,0.02%
,30-39 years,30-39,"PNEUMOCOCCAL, 13-VALENT VACCINE (PREVNAR)",PNC13,Male,M,20,0.00%
,30-39 years,30-39,"PNEUMOCOCCAL, 13-VALENT VACCINE (PREVNAR)",PNC13,Unknown,U,4,0.00%
Total,30-39 years,30-39,"PNEUMOCOCCAL, 13-VALENT VACCINE (PREVNAR)",PNC13,,,126,0.02%
,30-39 years,30-39,"PNEUMOCOCCAL, 7-VALENT VACCINE (PREVNAR)",PNC,Female,F,10,0.00%
,30-39 years,30-39,"PNEUMOCOCCAL, 7-VALENT VACCINE (PREVNAR)",PNC,Male,M,4,0.00%
Total,30-39 years,30-39,"PNEUMOCOCCAL, 7-VALENT VACCINE (PREVNAR)",PNC,,,14,0.00%
,30-39 years,30-39,POLIOVIRUS VACCINE INACTIVATED,IPV,Female,F,166,0.02%
,30-39 years,30-39,POLIOVIRUS VACCINE INACTIVATED,IPV,Male,M,98,0.01%
,30-39 years,30-39,POLIOVIRUS VACCINE INACTIVATED,IPV,Unknown,U,2,0.00%
Total,30-39 years,30-39,POLIOVIRUS VACCINE INACTIVATED,IPV,,,266,0.04%
,30-39 years,30-39,"POLIOVIRUS VACCINE TRIVALENT, LIVE, ORAL",OPV,Female,F,24,0.00%
,30-39 years,30-39,"POLIOVIRUS VACCINE TRIVALENT, LIVE, ORAL",OPV,Male,M,15,0.00%
,30-39 years,30-39,"POLIOVIRUS VACCINE TRIVALENT, LIVE, ORAL",OPV,Unknown,U,1,0.00%
Total,30-39 years,30-39,"POLIOVIRUS VACCINE TRIVALENT, LIVE, ORAL",OPV,,,40,0.01%
,30-39 years,30-39,RABIES VIRUS VACCINE,RAB,Female,F,502,0.07%
,30-39 years,30-39,RABIES VIRUS VACCINE,RAB,Male,M,235,0.03%
,30-39 years,30-39,RABIES VIRUS VACCINE,RAB,Unknown,U,10,0.00%
Total,30-39 years,30-39,RABIES VIRUS VACCINE,RAB,,,747,0.11%
,30-39 years,30-39,ROTAVIRUS VACCINE (ROTASHIELD),RV,Female,F,2,0.00%
Total,30-39 years,30-39,ROTAVIRUS VACCINE (ROTASHIELD),RV,,,2,0.00%
,30-39 years,30-39,"ROTAVIRUS VACCINE, LIVE, ORAL ",RV1,Female,F,2,0.00%
Total,30-39 years,30-39,"ROTAVIRUS VACCINE, LIVE, ORAL ",RV1,,,2,0.00%
,30-39 years,30-39,"ROTAVIRUS VACCINE, LIVE, ORAL, PENTAVALENT",RV5,Female,F,4,0.00%
Total,30-39 years,30-39,"ROTAVIRUS VACCINE, LIVE, ORAL, PENTAVALENT",RV5,,,4,0.00%
,30-39 years,30-39,RUBELLA VACCINE,RUB,Female,F,219,0.03%
,30-39 years,30-39,RUBELLA VACCINE,RUB,Male,M,16,0.00%
,30-39 years,30-39,RUBELLA VACCINE,RUB,Unknown,U,1,0.00%
Total,30-39 years,30-39,RUBELLA VACCINE,RUB,,,236,0.03%
,30-39 years,30-39,SMALLPOX VACCINE,SMALL,Female,F,310,0.05%
,30-39 years,30-39,SMALLPOX VACCINE,SMALL,Male,M,819,0.12%
,30-39 years,30-39,SMALLPOX VACCINE,SMALL,Unknown,U,5,0.00%
Total,30-39 years,30-39,SMALLPOX VACCINE,SMALL,,,1134,0.17%
,30-39 years,30-39,TETANUS AND DIPHTHERIA TOXOIDS AND ACELLULAR PERTUSSIS VACCINE (BOOSTRIX/ADACEL),TDAP,Female,F,3363,0.50%
,30-39 years,30-39,TETANUS AND DIPHTHERIA TOXOIDS AND ACELLULAR PERTUSSIS VACCINE (BOOSTRIX/ADACEL),TDAP,Male,M,1007,0.15%
,30-39 years,30-39,TETANUS AND DIPHTHERIA TOXOIDS AND ACELLULAR PERTUSSIS VACCINE (BOOSTRIX/ADACEL),TDAP,Unknown,U,33,0.00%
Total,30-39 years,30-39,TETANUS AND DIPHTHERIA TOXOIDS AND ACELLULAR PERTUSSIS VACCINE (BOOSTRIX/ADACEL),TDAP,,,4403,0.65%
,30-39 years,30-39,"TETANUS AND DIPHTHERIA TOXOIDS, ADULT",TD,Female,F,2083,0.31%
,30-39 years,30-39,"TETANUS AND DIPHTHERIA TOXOIDS, ADULT",TD,Male,M,655,0.10%
,30-39 years,30-39,"TETANUS AND DIPHTHERIA TOXOIDS, ADULT",TD,Unknown,U,23,0.00%
Total,30-39 years,30-39,"TETANUS AND DIPHTHERIA TOXOIDS, ADULT",TD,,,2761,0.41%
,30-39 years,30-39,TETANUS TOXOID,TTOX,Female,F,326,0.05%
,30-39 years,30-39,TETANUS TOXOID,TTOX,Male,M,133,0.02%
,30-39 years,30-39,TETANUS TOXOID,TTOX,Unknown,U,3,0.00%
Total,30-39 years,30-39,TETANUS TOXOID,TTOX,,,462,0.07%
,30-39 years,30-39,"TETANUS, DIPHTHERIA AND ACELLULAR PERTUSSIS, AND INACTIVATED POLIO VIRUS",TDAPIPV,Female,F,1,0.00%
Total,30-39 years,30-39,"TETANUS, DIPHTHERIA AND ACELLULAR PERTUSSIS, AND INACTIVATED POLIO VIRUS",TDAPIPV,,,1,0.00%
,30-39 years,30-39,TETRAMUNE,DTAPH,Female,F,1,0.00%
Total,30-39 years,30-39,TETRAMUNE,DTAPH,,,1,0.00%
,30-39 years,30-39,TICK-BORNE ENCEPHALITIS VACCINE (TBE),TBE,Female,F,1,0.00%
Total,30-39 years,30-39,TICK-BORNE ENCEPHALITIS VACCINE (TBE),TBE,,,1,0.00%
,30-39 years,30-39,TYPHOID VACCINE,TYP,Female,F,598,0.09%
,30-39 years,30-39,TYPHOID VACCINE,TYP,Male,M,709,0.10%
,30-39 years,30-39,TYPHOID VACCINE,TYP,Unknown,U,9,0.00%
Total,30-39 years,30-39,TYPHOID VACCINE,TYP,,,1316,0.19%
,30-39 years,30-39,VARIVAX-VARICELLA VIRUS LIVE,VARCEL,Female,F,2006,0.30%
,30-39 years,30-39,VARIVAX-VARICELLA VIRUS LIVE,VARCEL,Male,M,485,0.07%
,30-39 years,30-39,VARIVAX-VARICELLA VIRUS LIVE,VARCEL,Unknown,U,54,0.01%
Total,30-39 years,30-39,VARIVAX-VARICELLA VIRUS LIVE,VARCEL,,,2545,0.38%
,30-39 years,30-39,YELLOW FEVER VACCINE,YF,Female,F,304,0.04%
,30-39 years,30-39,YELLOW FEVER VACCINE,YF,Male,M,270,0.04%
,30-39 years,30-39,YELLOW FEVER VACCINE,YF,Unknown,U,7,0.00%
Total,30-39 years,30-39,YELLOW FEVER VACCINE,YF,,,581,0.09%
,30-39 years,30-39,ZOSTER VACCINE,VARZOS,Female,F,131,0.02%
,30-39 years,30-39,ZOSTER VACCINE,VARZOS,Male,M,37,0.01%
,30-39 years,30-39,ZOSTER VACCINE,VARZOS,Unknown,U,19,0.00%
Total,30-39 years,30-39,ZOSTER VACCINE,VARZOS,,,187,0.03%
,30-39 years,30-39,UNKNOWN VACCINES,UNK,Female,F,291,0.04%
,30-39 years,30-39,UNKNOWN VACCINES,UNK,Male,M,115,0.02%
,30-39 years,30-39,UNKNOWN VACCINES,UNK,Unknown,U,6,0.00%
Total,30-39 years,30-39,UNKNOWN VACCINES,UNK,,,412,0.06%
Total,30-39 years,30-39,,,,,50733,7.48%
,40-49 years,40-49,ANTHRAX VACCINE,ANTH,Female,F,326,0.05%
,40-49 years,40-49,ANTHRAX VACCINE,ANTH,Male,M,1125,0.17%
,40-49 years,40-49,ANTHRAX VACCINE,ANTH,Unknown,U,20,0.00%
Total,40-49 years,40-49,ANTHRAX VACCINE,ANTH,,,1471,0.22%
,40-49 years,40-49,BACILLUS CALMETTE-GUERIN VACCINE,BCG,Female,F,4,0.00%
,40-49 years,40-49,BACILLUS CALMETTE-GUERIN VACCINE,BCG,Male,M,7,0.00%
Total,40-49 years,40-49,BACILLUS CALMETTE-GUERIN VACCINE,BCG,,,11,0.00%
,40-49 years,40-49,CHOLERA VACCINE,CHOL,Female,F,5,0.00%
,40-49 years,40-49,CHOLERA VACCINE,CHOL,Male,M,7,0.00%
Total,40-49 years,40-49,CHOLERA VACCINE,CHOL,,,12,0.00%
,40-49 years,40-49,COMVAX,HBHEPB,Female,F,2,0.00%
,40-49 years,40-49,COMVAX,HBHEPB,Male,M,2,0.00%
Total,40-49 years,40-49,COMVAX,HBHEPB,,,4,0.00%
,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE,DTAP,Female,F,248,0.04%
,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE,DTAP,Male,M,99,0.01%
Total,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE,DTAP,,,347,0.05%
,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE  + INACTIVATED POLIOVIRUS VACCINE    ,DTAPIPV,Female,F,3,0.00%
,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE  + INACTIVATED POLIOVIRUS VACCINE    ,DTAPIPV,Unknown,U,1,0.00%
Total,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE  + INACTIVATED POLIOVIRUS VACCINE    ,DTAPIPV,,,4,0.00%
,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + HEPATITIS B + INACTIVATED POLIOVIRUS VACCINE ,DTAPHEPBIP,Male,M,1,0.00%
Total,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + HEPATITIS B + INACTIVATED POLIOVIRUS VACCINE ,DTAPHEPBIP,,,1,0.00%
,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + INACTIVATED POLIOVIRUS VACCINE + HAEMOPHILUS B CONJUGATE VACCINE,DTAPIPVHIB,Female,F,2,0.00%
,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + INACTIVATED POLIOVIRUS VACCINE + HAEMOPHILUS B CONJUGATE VACCINE,DTAPIPVHIB,Male,M,1,0.00%
Total,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE + INACTIVATED POLIOVIRUS VACCINE + HAEMOPHILUS B CONJUGATE VACCINE,DTAPIPVHIB,,,3,0.00%
,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE,DTP,Female,F,55,0.01%
,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE,DTP,Male,M,21,0.00%
Total,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE,DTP,,,76,0.01%
,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS PERTUSSIS AND HAEMOPHILUS INFLUENZA B VACCINE (HEXAVAX),DTPHIB,Female,F,2,0.00%
,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS PERTUSSIS AND HAEMOPHILUS INFLUENZA B VACCINE (HEXAVAX),DTPHIB,Male,M,1,0.00%
Total,40-49 years,40-49,DIPHTHERIA AND TETANUS TOXOIDS PERTUSSIS AND HAEMOPHILUS INFLUENZA B VACCINE (HEXAVAX),DTPHIB,,,3,0.00%
,40-49 years,40-49,"DIPHTHERIA AND TETANUS TOXOIDS, PEDIATRIC",DT,Female,F,113,0.02%
,40-49 years,40-49,"DIPHTHERIA AND TETANUS TOXOIDS, PEDIATRIC",DT,Male,M,43,0.01%
,40-49 years,40-49,"DIPHTHERIA AND TETANUS TOXOIDS, PEDIATRIC",DT,Unknown,U,1,0.00%
Total,40-49 years,40-49,"DIPHTHERIA AND TETANUS TOXOIDS, PEDIATRIC",DT,,,157,0.02%
,40-49 years,40-49,DIPHTHERIA TOXOID,DTOX,Female,F,5,0.00%
,40-49 years,40-49,DIPHTHERIA TOXOID,DTOX,Male,M,2,0.00%
Total,40-49 years,40-49,DIPHTHERIA TOXOID,DTOX,,,7,0.00%
,40-49 years,40-49,DIPHTHERIA/PERTUSSIS/POLIO (ORAL [LIVE] OR INACTIVATED NOT NOTED),DPP,Female,F,6,0.00%
,40-49 years,40-49,DIPHTHERIA/PERTUSSIS/POLIO (ORAL [LIVE] OR INACTIVATED NOT NOTED),DPP,Male,M,3,0.00%
Total,40-49 years,40-49,DIPHTHERIA/PERTUSSIS/POLIO (ORAL [LIVE] OR INACTIVATED NOT NOTED),DPP,,,9,0.00%
,40-49 years,40-49,DIPHTHERIA/TETANUS/PERTUSSIS/HEPATITIS B,DTPHEP,Female,F,1,0.00%
,40-49 years,40-49,DIPHTHERIA/TETANUS/PERTUSSIS/HEPATITIS B,DTPHEP,Male,M,1,0.00%
Total,40-49 years,40-49,DIPHTHERIA/TETANUS/PERTUSSIS/HEPATITIS B,DTPHEP,,,2,0.00%
,40-49 years,40-49,DT-IPV COMBINED DT AND IPV VACCINE,DTIPV,Female,F,1,0.00%
Total,40-49 years,40-49,DT-IPV COMBINED DT AND IPV VACCINE,DTIPV,,,1,0.00%
,40-49 years,40-49,HAEMOPHILUS B CONJUGATE VACCINE,HIBV,Female,F,24,0.00%
,40-49 years,40-49,HAEMOPHILUS B CONJUGATE VACCINE,HIBV,Male,M,16,0.00%
Total,40-49 years,40-49,HAEMOPHILUS B CONJUGATE VACCINE,HIBV,,,40,0.01%
,40-49 years,40-49,HAEMOPHILUS B POLYSACCHARIDE VACCINE,HBPV,Female,F,1,0.00%
Total,40-49 years,40-49,HAEMOPHILUS B POLYSACCHARIDE VACCINE,HBPV,,,1,0.00%
,40-49 years,40-49,HEPATITIS A,HEPA,Female,F,655,0.10%
,40-49 years,40-49,HEPATITIS A,HEPA,Male,M,418,0.06%
,40-49 years,40-49,HEPATITIS A,HEPA,Unknown,U,13,0.00%
Total,40-49 years,40-49,HEPATITIS A,HEPA,,,1086,0.16%
,40-49 years,40-49,HEPATITIS A AND HEPATITIS B VACCINE,HEPAB,Female,F,318,0.05%
,40-49 years,40-49,HEPATITIS A AND HEPATITIS B VACCINE,HEPAB,Male,M,183,0.03%
,40-49 years,40-49,HEPATITIS A AND HEPATITIS B VACCINE,HEPAB,Unknown,U,4,0.00%
Total,40-49 years,40-49,HEPATITIS A AND HEPATITIS B VACCINE,HEPAB,,,505,0.07%
,40-49 years,40-49,HEPATITIS B VACCINE,HEP,Female,F,3800,0.56%
,40-49 years,40-49,HEPATITIS B VACCINE,HEP,Male,M,1338,0.20%
,40-49 years,40-49,HEPATITIS B VACCINE,HEP,Unknown,U,66,0.01%
Total,40-49 years,40-49,HEPATITIS B VACCINE,HEP,,,5204,0.77%
,40-49 years,40-49,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11, 16, 18) RECOMBINANT VACCINE",HPV4,Female,F,73,0.01%
,40-49 years,40-49,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11, 16, 18) RECOMBINANT VACCINE",HPV4,Male,M,20,0.00%
,40-49 years,40-49,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11, 16, 18) RECOMBINANT VACCINE",HPV4,Unknown,U,3,0.00%
Total,40-49 years,40-49,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11, 16, 18) RECOMBINANT VACCINE",HPV4,,,96,0.01%
,40-49 years,40-49,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11,16, 18, 31, 33, 45, 52, 58) RECOMBINANT VACCINE",HPV9,Female,F,36,0.01%
,40-49 years,40-49,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11,16, 18, 31, 33, 45, 52, 58) RECOMBINANT VACCINE",HPV9,Male,M,9,0.00%
,40-49 years,40-49,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11,16, 18, 31, 33, 45, 52, 58) RECOMBINANT VACCINE",HPV9,Unknown,U,6,0.00%
Total,40-49 years,40-49,"HUMAN PAPILLOMAVIRUS (TYPES 6, 11,16, 18, 31, 33, 45, 52, 58) RECOMBINANT VACCINE",HPV9,,,51,0.01%
,40-49 years,40-49,HUMAN PAPILLOMAVIRUS VACCINE,HPVX,Female,F,1,0.00%
,40-49 years,40-49,HUMAN PAPILLOMAVIRUS VACCINE,HPVX,Male,M,3,0.00%
Total,40-49 years,40-49,HUMAN PAPILLOMAVIRUS VACCINE,HPVX,,,4,0.00%
,40-49 years,40-49,HUMAN PAPILLOVAVIRUS BIVALENT,HPV2,Female,F,2,0.00%
Total,40-49 years,40-49,HUMAN PAPILLOVAVIRUS BIVALENT,HPV2,,,2,0.00%
,40-49 years,40-49,INFLUENZA (H1N1) MONOVALENT (INJECTED),FLU(H1N1),Female,F,782,0.12%
,40-49 years,40-49,INFLUENZA (H1N1) MONOVALENT (INJECTED),FLU(H1N1),Male,M,253,0.04%
,40-49 years,40-49,INFLUENZA (H1N1) MONOVALENT (INJECTED),FLU(H1N1),Unknown,U,6,0.00%
Total,40-49 years,40-49,INFLUENZA (H1N1) MONOVALENT (INJECTED),FLU(H1N1),,,1041,0.15%
,40-49 years,40-49,"INFLUENZA (H1N1) MONOVALENT, (INTRANASAL SPRAY)",FLUN(H1N1),Female,F,160,0.02%
